Date,农林牧渔(申万),基础化工(申万),钢铁(申万),有色金属(申万),电子(申万),家用电器(申万),食品饮料(申万),纺织服饰(申万),轻工制造(申万),医药生物(申万),公用事业(申万),交通运输(申万),房地产(申万),商贸零售(申万),社会服务(申万),综合(申万),建筑材料(申万),建筑装饰(申万),电力设备(申万),国防军工(申万),计算机(申万),传媒(申万),通信(申万),汽车(申万),机械设备(申万),煤炭(申万),石油石化(申万),环保(申万),美容护理(申万)
2022-01,-0.0061782486431862,0.007823602271337,0.002028473347801,0.0331834412016405,0.0033977022506944,0.0108242626030142,0.0055905090244422,0.0083129288716013,0.0069197672658197,0.0131226454166593,0.0099085754759019,-0.004210954855501,0.0039342597463592,-0.0024088199494917,0.0128055294884353,0.0173468550682901,-0.0013141857879521,0.0154494493848747,-0.0177401264040072,-0.0059587602158226,0.003427883538754,-0.002777316734736,-0.0049644446007039,0.0106979986037139,0.0077770364604529,0.0362399354959952,0.0170741786309893,0.0049958939150182,-0.0075320287606907
2022-02,0.0064382259920779,0.0078392600135467,0.0013188238135998,-0.0021443551563601,0.0042672270154994,0.0013274279682763,0.0057020739225519,0.0090229445490257,0.0078169927400676,0.0265515607059141,-0.0051318254632413,-0.0059291535625255,0.0012166159335588,-0.0108717599420896,0.0055972100819613,0.0040098225400981,0.0008670751498241,0.0085562784218548,-0.0204172555845324,-0.0013853065130739,0.0074873130046888,-0.001639576499612,0.0066663675575948,0.0105324254364729,0.0072066303261722,0.0071295936106626,0.0138179356666744,0.0041216398045186,-0.0141315731846702
2022-03,0.0052456376469033,0.0152042168791661,-0.0012603863147668,-0.0030367659386728,0.0220315320422015,0.0111179101803292,0.0137686913758122,0.0175763995113192,0.0052365799280132,0.00242831590618,-0.0035933829622692,-0.001206046144108,-0.0096312605725794,0.0001765949189159,0.0136378309841478,-0.0041213389682095,0.0026995809423358,0.007186493222193,-0.0158743925723241,0.0061058237142989,-0.0006099927903527,0.0048465595808543,0.0274645221767956,0.0152277591323644,0.005578063338904,-0.0005147836927863,0.0202514866038878,0.012990340624329,0.0079762330939145
2022-04,0.0134899304753938,0.0156741485520071,0.0002650448702502,0.0044245833014737,0.0277564634018209,0.0062571310790459,0.0135481290284143,0.0190466884196923,0.0079087879845537,0.0269267414452875,-0.0011073874915226,-0.0012245426646353,-0.0061451098798957,0.0001590574251753,0.0123604931927908,0.015206438282637,0.0021964878761715,-0.000961046911988,0.039273557944755,0.0125511404664839,0.000808286646343,9.64304112746762e-05,0.0326678052193595,0.0173734410271237,0.0072129600850228,0.0091606191889084,0.0080741211928263,0.0160404611057326,0.0165363315481696
2022-05,0.0081041584425045,0.0158852434605298,0.0006425081067132,-0.0008140929125674,0.0283310682644155,0.0117750135994967,0.0186569716554402,0.021018449923533,0.0074901514508456,0.0207686689848312,-0.0019134974073813,-0.0012245426646353,-0.0037648903740505,-0.002021580560269,0.0132427922146743,0.0058258709496811,0.0039082963741763,0.0143477516902466,0.0028399295768373,0.0009946688113275,0.002360927822219,0.0106839833010336,0.0325702013088547,-0.00626270350459,0.0072129600850228,0.0137391676162853,0.0172834984630975,0.0199176956546813,0.0118078624352998
2022-06,0.0144580587475827,0.0148675524265905,-0.006615192229049,-0.0121615724777527,0.0165297451978308,0.0039741283864178,0.0122733207733059,0.0070449094973041,0.0110787356610181,0.0257842655328263,0.0093393447020658,-0.0061127348065121,-0.0023965597269102,-0.0081044752218799,0.0071157084750811,0.002970111132076,0.0040073076836297,0.0081543697663822,-0.0475718977335131,0.0044808327715964,0.0076688921427823,0.0115099957121086,0.0034762626835472,-0.0047729156577326,0.0197744120966593,-0.0049897189816503,0.0155544091571282,0.0155851948440592,0.0083266742940395
2022-07,0.0182506366947549,0.0168571817067547,-0.0081118136155975,-0.0157019001962778,0.0143985776070904,0.0044451327669926,0.0183521767434902,0.0068404546952325,0.0115773942649852,0.0135170467667917,-0.0009178155092399,-0.0041130715064835,-0.0032538265004915,-0.0083162498455532,0.0096035791022892,0.0005623103045991,0.0106507631456594,0.0060923925577249,-0.0499701296356695,0.0045806615046349,0.0076448157914766,0.0119914711696137,-0.0005176400269248,-0.0061585275366471,0.012366570688446,0.0118847020023853,0.0197177261571343,0.0099999749147906,0.0117533998860909
2022-08,0.0197079168699858,0.0155548640294235,0.0069391479211458,-0.0122548872430421,0.0161579990306185,0.0067727035731862,0.0186150434465911,0.0060111640673086,0.0113359855360627,0.0139416276285316,0.0007829211839607,-0.0037797658127607,-0.0025766193956094,-0.0140066512511321,0.0064721958172868,0.0136338952727791,0.027692551866114,0.0068712110791524,-0.044045696304811,0.0056452383808423,0.0022501013929596,0.0135797341105687,-0.0021963715922139,-0.0048416346148545,0.0190233851482975,-0.0058112047898557,0.0170713028670588,0.0119488745490734,0.0108742243616373
2022-09,0.0174010091218402,0.0136480998921446,0.0064453018808651,-0.012365198636352,0.0208896213455275,0.0053794451458986,0.0170689605247997,0.0076569301827464,0.0176716979155794,0.0128178373319,-0.0096146835452525,-0.0031777092583528,-0.001844287736069,-0.0046920328345404,0.0081933668979703,0.0069405694120011,0.0206199254380334,0.0168576893081278,-0.0356624263793231,0.0029771159280329,0.0062084068858203,-0.0021583158365688,0.0088449164003173,0.0083116162496825,0.0123530565084003,0.0012903587097332,0.0175573879210979,0.0112626481809999,0.0101810057223442
2022-10,0.007670346229325,0.0130112867384146,-0.0014067684575789,-0.0119718015110313,0.0194999706468465,0.0136524225789356,0.0495295669405123,0.0076569301827464,0.0127549208880625,0.0155322880580748,-0.0104907295031987,-0.0046760831927173,-0.0045971173640601,0.0381769359882087,0.0163617858378592,0.0085139403277342,0.0257630022004689,0.0144402913637791,-0.0397919316953184,0.0014126387121383,0.0072348071266893,-0.0009407499110247,0.0052916730141065,0.0110389469357161,0.0115439813060999,-0.0026777188601586,-0.0047388981758692,0.0036646831154853,0.0190793637714774
