0,turn,mfd_netbuyamt,mfd_netbuyvol,mfd_netbuyamt_a,mfd_netbuyvol_a,mfd_buyvol_open_m,mfd_buyvol_close_m,mkt_cap_ard,pe_ttm,ps_ttm,pb_lf,pcf_ocf_ttm,dividendyield2,mkt_freeshares,netprofit_ttm,operatecashflow_ttm,cashflow_ttm,tech_upnum,tech_downnum,west_netprofit_YOY,west_netprofit_CAGR,west_avgroe_YOY,west_sales_YOY,west_avgebit_YOY,west_avgebt_YOY,west_avgoperatingprofit_YOY,west_avgoc_YOY,yoy_or,yoynetprofit,yoyocf,yoyfcf,yoyroe,invturndays,arturndays,netturndays,current,quick,debttoassets,ocftosales,roe_avg,roa,netprofitmargin,expensetosales,operateexpensetogr,val_pb_wgt,val_pe_avg,tech_uppct,tech_downpct
2014-05-26,2.0198,,,,,,,690000000000.0,46.40999985,5.7446,4.800000191,29.8252,0.5095,298000000000.0,15129524678,23135963967,5047775013.0,38,3,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.7215,74.5145,70.3704,5.5556
2014-05-27,1.5464,,,,,,,682000000000.0,45.86000061,5.675,4.739999771,29.4637,0.5178,294000000000.0,15129524678,23135963967,5047775013.0,4,40,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.6643,73.521,7.4074,74.0741
2014-05-28,1.972,,,,,,,694000000000.0,46.81999969,5.7803,4.800000191,30.0104,0.5083,299000000000.0,15129524678,23135963967,5047775013.0,39,4,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.7367,75.2508,72.2222,7.4074
2014-05-29,1.5996,,,,,,,681000000000.0,45.90000153,5.668,4.710000038,29.4273,0.5184,294000000000.0,15129524678,23135963967,5047775013.0,4,38,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.6456,73.5563,7.4074,70.3704
2014-05-30,1.641,,,,,,,681000000000.0,45.95999908,5.6682,4.71999979,29.4284,0.5231,292000000000.0,15129524678,23135963967,5047775013.0,22,19,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.6497,74.1508,40.7407,35.1852
2014-06-03,1.6774,,,,,,,687000000000.0,46.29999924,5.72,4.75,29.6972,0.5096,295000000000.0,15129524678,23135963967,5047775013.0,28,14,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.6921,74.3824,51.8519,25.9259
2014-06-04,1.7215,,,,,,,688000000000.0,46.33000183,5.7249,4.75,29.7229,0.5059,295000000000.0,15129524678,23135963967,5047775013.0,18,27,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.6962,74.6386,33.3333,50.0
2014-06-05,2.787,,,,,,,712000000000.0,47.95000076,5.929,4.920000076,30.7824,0.4884,305000000000.0,15129524678,23135963967,5047775013.0,43,2,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.8636,76.5775,79.6296,3.7037
2014-06-06,2.48,,,,,,,706000000000.0,47.59999847,5.8791,4.880000114,30.5235,0.4896,303000000000.0,15129524678,23135963967,5047775013.0,10,35,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.8227,76.3326,18.5185,64.8148
2014-06-09,2.1757,,,,,,,703000000000.0,47.13999939,5.8354,4.840000153,30.2967,0.4879,301000000000.0,15129524678,23135963967,5047775013.0,14,32,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.7869,75.5871,25.9259,59.2593
2014-06-10,2.2895,,,,,,,712000000000.0,47.99000168,5.9314,4.920000076,30.7952,0.48,306000000000.0,15129524678,23135963967,5047775013.0,42,3,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.8656,77.0034,77.7778,5.5556
2014-06-11,2.113,,,,,,,716000000000.0,48.08000183,5.9619,4.920000076,30.9534,0.4776,306000000000.0,15129524678,23135963967,5047775013.0,23,20,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.8536,79.1884,42.5926,37.037
2014-06-12,2.0602,,,,,,,715000000000.0,48.04000092,5.9548,4.909999847,30.9164,0.4781,306000000000.0,15129524678,23135963967,5047775013.0,15,30,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.8478,78.791,27.7778,55.5556
2014-06-13,2.1395,,,,,,,721000000000.0,48.5,6.0048,4.949999809,31.1759,0.4742,309000000000.0,15129524678,23135963967,5047775013.0,34,11,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.8819,79.5333,62.963,20.3704
2014-06-16,2.2079,,,,,,,729000000000.0,49.02000046,6.0676,5.010000229,31.5023,0.4318,312000000000.0,15129524678,23135963967,5047775013.0,33,11,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.933,81.0486,61.1111,20.3704
2014-06-17,1.7917,,,,,,,719000000000.0,48.38000107,5.9888,4.949999809,31.093,0.4375,308000000000.0,15129524678,23135963967,5047775013.0,4,41,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.8722,79.8544,7.4074,75.9259
2014-06-18,1.7096,,,,,,,709000000000.0,47.77000046,5.9056,4.880000114,30.6612,0.4577,304000000000.0,15129524678,23135963967,5047775013.0,7,39,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.8067,79.0037,12.963,72.2222
2014-06-19,1.9457,,,,,,,688000000000.0,46.27000046,5.724,4.730000019,29.7179,0.4594,294000000000.0,15129524678,23135963967,5047775013.0,2,44,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.6598,76.0763,3.7037,81.4815
2014-06-20,1.172,,,,,,,692000000000.0,46.56000137,5.7593,4.760000229,29.9014,0.4516,296000000000.0,15129524678,23135963967,5047775013.0,40,6,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.6896,76.9445,74.0741,11.1111
2014-06-23,1.4291,,,,,,,698000000000.0,47.04000092,5.8624,4.809999943,30.4368,0.4481,301000000000.0,15129524678,23135963967,5047775013.0,43,3,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.7785,79.1206,79.6296,5.5556
2014-06-24,1.5677,,,,,,,709000000000.0,47.66999817,5.9057,4.880000114,30.6614,0.4662,302000000000.0,15129524678,23135963967,5047775013.0,31,16,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.8183,79.2776,57.4074,29.6296
2014-06-25,1.5678,,,,,,,707000000000.0,47.41999817,5.883,4.860000134,30.5438,0.4877,301000000000.0,15129524678,23135963967,5047775013.0,15,30,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.7998,78.4589,27.7778,55.5556
2014-06-26,1.7888,,,,,,,715000000000.0,48.02000046,5.9558,4.929999828,30.9218,0.4817,304000000000.0,15129524678,23135963967,5047775013.0,45,2,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.8711,80.219,83.3333,3.7037
2014-06-27,1.7706,,,,,,,708000000000.0,48.16999817,5.9842,4.949999809,31.0691,0.5294,306000000000.0,15129524678,23135963967,5047775013.0,31,16,,,,,,,,,,,41.6468,,,97.5353,64.783,64.783,1.88754,1.642709,36.4803,-0.3,5.7933,1.7005,14.3167,20.2562,10.0041,4.8989,81.036,57.4074,29.6296
2014-06-30,1.9133,,,,,,,722000000000.0,48.41999817,6.0182,4.96999979,31.2457,0.5179,312000000000.0,15997722270,22394233630,1288349088.0,35,14,,,,,,,,,20.5242,31.8693,-13.2074,-100.9558786,-0.3305,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,5.7933,3.5934,14.0024,19.3085,9.5786,4.9267,81.9468,64.8148,25.9259
2014-07-01,2.228,,,,,,,729000000000.0,48.90999985,6.081,5.019999981,31.5716,0.5126,315000000000.0,15997722270,22394233630,1288349088.0,29,19,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.9781,83.2542,53.7037,35.1852
2014-07-02,2.0735,,,,,,,789000000000.0,51.27000046,6.3405,5.119999886,33.548,0.482,331000000000.0,15997722270,22394233630,1288349088.0,25,29,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,5.0003,93.6361,41.6667,48.3333
2014-07-03,1.928,,,,,,,786000000000.0,51.04000092,6.3162,5.090000153,33.4197,0.4838,330000000000.0,15997722270,22394233630,1288349088.0,20,34,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.9812,93.9257,33.3333,56.6667
2014-07-04,2.1698,,,,,,,786000000000.0,51.02999878,6.3151,5.099999905,33.4139,0.4839,330000000000.0,15997722270,22394233630,1288349088.0,24,27,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.9851,93.6034,40.0,45.0
2014-07-07,1.7594,,,,,,,779000000000.0,50.56999969,6.2622,5.050000191,33.1336,0.5028,327000000000.0,15997722270,22394233630,1288349088.0,23,30,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.9433,93.1673,38.3333,50.0
2014-07-08,1.6623,,,,,,,781000000000.0,50.77999878,6.2799,5.070000172,33.2275,0.5013,328000000000.0,15997722270,22394233630,1288349088.0,29,26,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.9573,93.1241,48.3333,43.3333
2014-07-09,1.7912,,,,,,,763000000000.0,49.63999939,6.1322,4.960000038,32.4459,0.5134,320000000000.0,15997722270,22394233630,1288349088.0,4,50,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.8407,90.8425,6.6667,83.3333
2014-07-10,1.556,,,,,,,755000000000.0,49.13000107,6.0672,4.909999847,32.1021,0.5189,317000000000.0,15997722270,22394233630,1288349088.0,22,30,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.7911,89.8656,36.6667,50.0
2014-07-11,1.4986,,,,,,,756000000000.0,49.18999863,6.0755,4.909999847,32.1461,0.5257,318000000000.0,15997722270,22394233630,1288349088.0,27,26,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.7977,89.6698,45.0,43.3333
2014-07-14,1.8894,,,,,,,754000000000.0,49.11000061,6.0568,4.900000095,32.0472,0.5072,317000000000.0,15997722270,22394233630,1288349088.0,31,21,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.7829,89.1055,51.6667,35.0
2014-07-15,1.7561,,,,,,,744000000000.0,48.43999863,5.9771,4.840000153,31.6254,0.5139,313000000000.0,15997722270,22394233630,1288349088.0,10,42,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.72,88.0337,16.6667,70.0
2014-07-16,1.6507,,,,,,,735000000000.0,47.77999878,5.9064,4.78000021,31.2515,0.4854,309000000000.0,15997722270,22394233630,1288349088.0,8,44,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.6717,86.2169,13.3333,73.3333
2014-07-17,1.2282,,,,,,,725000000000.0,47.27999878,5.8196,4.730000019,30.8462,0.5269,306000000000.0,15997722270,22394233630,1288349088.0,13,39,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.6078,85.0204,21.6667,65.0
2014-07-18,0.9041,,,,,,,722000000000.0,46.99000168,5.7911,4.699999809,30.6954,0.5295,304000000000.0,15997722270,22394233630,1288349088.0,17,34,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.5812,84.4735,28.3333,56.6667
2014-07-21,1.1969,,,,,,,726000000000.0,47.20999908,5.8229,4.71999979,30.864,0.5416,305000000000.0,15997722270,22394233630,1288349088.0,29,24,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.6063,84.9351,48.3333,40.0
2014-07-22,1.1217,,,,,,,730000000000.0,47.54999924,5.858,4.760000229,30.8223,0.5383,307000000000.0,15997722270,22394233630,1288349088.0,44,8,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.6357,85.7548,73.3333,13.3333
2014-07-23,1.3223,,,,,,,715000000000.0,46.66999817,5.7383,4.670000076,30.1924,0.5644,301000000000.0,15997722270,22394233630,1288349088.0,2,51,,,,,,,,,,,-13.2074,,,89.8231,60.222,60.222,1.835962,1.593278,36.2007,8.31,8.6032,3.5934,14.0024,19.3085,9.5786,4.5402,83.2547,3.3333,85.0
